epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
44,2779.74,1.3309,1.03871,1.2827,0.75712,0.72153,0.78104,0.46374,1.38059,0.96308,1.29272,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,2842.26,1.31554,1.03125,1.27596,0.75943,0.72164,0.78108,0.46662,1.35909,0.97327,1.27786,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,2904.89,1.31386,1.02904,1.27593,0.77712,0.71169,0.78178,0.46774,1.36563,0.96856,1.28124,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,2967.36,1.32087,1.03294,1.27662,0.7766,0.7164,0.78494,0.46831,1.3641,0.96732,1.28074,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,3029.76,1.30177,1.01411,1.26433,0.7824,0.72257,0.78426,0.4693,1.36924,0.96101,1.28148,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,3092.21,1.30836,1.00576,1.26612,0.77431,0.72272,0.78175,0.46652,1.37468,0.95582,1.28551,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,3154.6,1.30233,1.00687,1.25895,0.78288,0.71921,0.78623,0.46762,1.37828,0.94484,1.28344,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,3217.03,1.29405,0.9999,1.2579,0.78063,0.72556,0.78573,0.46873,1.37079,0.94528,1.27951,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,3279.66,1.29337,0.9916,1.25507,0.77665,0.72387,0.78954,0.47035,1.3725,0.94656,1.27718,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,3342.03,1.29121,0.98098,1.25199,0.77724,0.72901,0.78883,0.47135,1.38316,0.94052,1.28049,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,3404.64,1.28518,0.97858,1.25182,0.77543,0.72757,0.78969,0.47274,1.37593,0.93763,1.27728,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,3467.17,1.27826,0.97033,1.24544,0.7816,0.7272,0.7911,0.4739,1.36905,0.93462,1.27417,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,3529.69,1.27082,0.96288,1.24521,0.77571,0.72556,0.78885,0.47338,1.3643,0.93426,1.27442,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,3592.36,1.26198,0.94495,1.23637,0.76706,0.72681,0.78859,0.47372,1.36277,0.9329,1.27519,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,3654.71,1.26749,0.94835,1.24266,0.76911,0.72842,0.78958,0.47435,1.35897,0.93342,1.27231,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,3717.16,1.25957,0.94141,1.23464,0.77145,0.72483,0.79051,0.47321,1.35648,0.93344,1.27268,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,3779.64,1.25559,0.93168,1.22615,0.76987,0.72853,0.78923,0.47308,1.35758,0.93465,1.274,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,3841.97,1.25654,0.93524,1.23221,0.77164,0.72424,0.78937,0.4737,1.35711,0.93682,1.27537,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,3904.51,1.23984,0.92762,1.22462,0.7778,0.71768,0.78963,0.47464,1.35859,0.93656,1.2767,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,3966.85,1.24877,0.92121,1.2234,0.78095,0.72051,0.79073,0.4754,1.36088,0.93456,1.27797,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,4029.24,1.23948,0.91095,1.21983,0.77677,0.72358,0.79015,0.47523,1.36008,0.93151,1.27825,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,4091.64,1.23637,0.89678,1.21601,0.7868,0.72174,0.79173,0.47496,1.36009,0.92648,1.27754,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,4154.42,1.22965,0.89444,1.21416,0.78919,0.72329,0.79179,0.47555,1.36158,0.92486,1.27977,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,4216.74,1.22632,0.88785,1.21326,0.78147,0.72899,0.79277,0.47633,1.36206,0.92203,1.28095,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,4278.99,1.22367,0.88742,1.20362,0.7717,0.73373,0.79244,0.47577,1.35976,0.91993,1.27996,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,4341.02,1.21262,0.87366,1.2028,0.77313,0.72976,0.7923,0.4765,1.35928,0.91884,1.27968,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,4404.14,1.21515,0.87751,1.20286,0.76935,0.73718,0.79115,0.47635,1.3592,0.9183,1.27927,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,4466.96,1.20542,0.86072,1.19667,0.78152,0.73004,0.7922,0.4767,1.35848,0.9158,1.27868,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,4529.42,1.20041,0.85847,1.19234,0.77477,0.73055,0.7919,0.47642,1.35833,0.91488,1.27791,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,4591.76,1.20194,0.85763,1.19361,0.77671,0.73196,0.79227,0.47577,1.3603,0.9139,1.27801,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,4654.13,1.19239,0.84845,1.1882,0.77877,0.73196,0.79242,0.4759,1.35831,0.9134,1.27741,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,4717.01,1.1856,0.84327,1.18802,0.77938,0.73196,0.79212,0.47605,1.35907,0.91228,1.27722,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,4780.63,1.18094,0.82907,1.18124,0.78018,0.72891,0.79165,0.47548,1.35873,0.91111,1.27748,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,4844.07,1.18249,0.82972,1.17685,0.7808,0.72896,0.79176,0.47558,1.35803,0.90883,1.27761,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,4907.56,1.1776,0.82375,1.17814,0.76409,0.7397,0.79166,0.47627,1.3581,0.90687,1.27787,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,4971.12,1.17103,0.8148,1.1718,0.76691,0.74105,0.79384,0.47647,1.35864,0.90477,1.27761,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,5034.34,1.16752,0.81231,1.1741,0.77183,0.73662,0.79254,0.47562,1.3579,0.90373,1.27786,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,5097.99,1.15349,0.81181,1.16449,0.77457,0.73758,0.79382,0.47545,1.35783,0.90336,1.27822,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,5161.52,1.15897,0.79437,1.16559,0.77462,0.73855,0.79564,0.47547,1.35792,0.90232,1.27868,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,5224.99,1.15547,0.79217,1.16372,0.77448,0.73855,0.79567,0.47512,1.35897,0.90184,1.27941,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,5288.14,1.14922,0.78641,1.16322,0.77557,0.73943,0.79544,0.47544,1.35918,0.90155,1.27934,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,5350.21,1.14388,0.78488,1.15768,0.77418,0.73998,0.79546,0.47577,1.35853,0.9007,1.27942,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,5412.52,1.13799,0.78047,1.15517,0.77468,0.73995,0.7954,0.47611,1.35795,0.89986,1.27904,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,5474.81,1.13939,0.76933,1.15239,0.77712,0.74253,0.79637,0.47629,1.35826,0.89842,1.2791,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,5537,1.12396,0.7603,1.14475,0.77623,0.74232,0.79584,0.47616,1.35892,0.89654,1.27943,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,5599.51,1.12046,0.75418,1.14088,0.77511,0.7432,0.79565,0.47688,1.35894,0.89593,1.27914,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,5662.25,1.11509,0.75405,1.14008,0.77386,0.74279,0.7951,0.47681,1.35931,0.89487,1.27934,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,5725.12,1.1326,0.70321,1.15128,0.77168,0.74481,0.79498,0.47647,1.35946,0.8944,1.2797,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,5787.42,1.10242,0.66699,1.12714,0.77028,0.74701,0.79592,0.47627,1.35993,0.89349,1.27987,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,5849.37,1.0938,0.66062,1.12293,0.77068,0.74837,0.79587,0.47646,1.35969,0.89255,1.27979,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,5911.67,1.08866,0.65463,1.11584,0.76604,0.75537,0.79683,0.47758,1.36072,0.89066,1.28089,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,5974.06,1.07917,0.64049,1.11193,0.76655,0.75633,0.79602,0.47668,1.36167,0.89003,1.28169,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,6036.46,1.06607,0.62741,1.10103,0.76869,0.75549,0.79641,0.47739,1.36335,0.88924,1.28272,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,6098.79,1.059,0.61787,1.10043,0.76776,0.75462,0.79635,0.47752,1.36478,0.88889,1.28377,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,6161.92,1.0524,0.62039,1.10085,0.76754,0.7549,0.79688,0.47696,1.36478,0.88727,1.28425,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,6225.02,1.04439,0.60795,1.09327,0.76807,0.75507,0.79695,0.47644,1.36574,0.88694,1.28486,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,6288.41,1.04093,0.60436,1.09331,0.76929,0.75202,0.7969,0.47686,1.36702,0.88557,1.28585,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
