epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
23,1468.41,1.42996,1.21706,1.35715,0.72337,0.66035,0.72722,0.4168,1.40767,1.15114,1.31661,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,1530.71,1.43547,1.21477,1.36503,0.72406,0.65908,0.71815,0.41193,1.42247,1.21982,1.3224,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,1592.9,1.41186,1.20246,1.35025,0.73569,0.65697,0.73264,0.42642,1.39758,1.16269,1.30181,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,1655.14,1.41084,1.18104,1.34484,0.75182,0.67176,0.74244,0.42658,1.42997,1.17196,1.32725,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,1717.41,1.40249,1.16715,1.33712,0.75221,0.67727,0.74585,0.43129,1.40678,1.06183,1.31573,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,1779.66,1.40253,1.16734,1.33656,0.72784,0.69364,0.74675,0.42832,1.41933,1.0814,1.32184,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,1841.77,1.40352,1.16663,1.33676,0.73789,0.69022,0.74674,0.43323,1.44432,1.14129,1.33789,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,1904,1.38494,1.16147,1.32741,0.76608,0.67012,0.75335,0.43908,1.42757,1.10105,1.34193,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,1966.06,1.37757,1.13713,1.31904,0.76628,0.67586,0.75342,0.43743,1.41064,1.05426,1.30348,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,2028.16,1.3801,1.12867,1.3207,0.7531,0.67818,0.7552,0.44221,1.40223,1.05262,1.31089,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,2090.27,1.3716,1.12796,1.31278,0.75682,0.69594,0.76368,0.44681,1.40637,1.03344,1.3125,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,2152.48,1.37046,1.11477,1.3129,0.7639,0.68897,0.76956,0.45386,1.38477,1.02052,1.28993,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,2214.54,1.36158,1.10584,1.30687,0.7721,0.68668,0.77121,0.45051,1.40821,1.02674,1.30805,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,2276.7,1.36315,1.08744,1.30894,0.76161,0.70772,0.77167,0.45281,1.41243,1.00232,1.3036,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,2338.74,1.35589,1.09526,1.30391,0.77419,0.68787,0.7667,0.45181,1.39605,1.00998,1.30736,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,2400.79,1.35256,1.08818,1.29589,0.76672,0.69824,0.77136,0.45566,1.3834,0.99222,1.29277,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,2463.01,1.33856,1.07145,1.29388,0.77143,0.68994,0.76992,0.45653,1.38213,0.98852,1.30164,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,2525.2,1.34226,1.08463,1.29154,0.76737,0.69593,0.77678,0.4594,1.38504,0.98387,1.30073,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,2587.39,1.33741,1.05983,1.28611,0.78264,0.69619,0.7767,0.45887,1.36851,0.97728,1.28777,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,2649.48,1.32653,1.06432,1.2833,0.77432,0.70994,0.77782,0.46091,1.36419,0.98618,1.29297,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,2711.57,1.32804,1.04174,1.28105,0.77985,0.70129,0.77837,0.46257,1.36043,0.98671,1.2938,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,2773.86,1.33012,1.03902,1.277,0.76908,0.70369,0.77875,0.46325,1.35865,0.96773,1.28392,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,2835.96,1.31826,1.03724,1.27722,0.7781,0.69636,0.77952,0.45982,1.36724,0.96965,1.28428,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,2898.15,1.31355,1.03231,1.27668,0.76467,0.70599,0.77745,0.45987,1.37421,0.96099,1.29282,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,2960.14,1.31644,1.03202,1.27251,0.78343,0.70196,0.77977,0.46084,1.36735,0.95628,1.29069,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,3022.28,1.30248,1.01403,1.26254,0.77366,0.70988,0.78313,0.4635,1.36204,0.95741,1.28999,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,3084.3,1.3078,1.01375,1.26572,0.77537,0.71471,0.78212,0.46501,1.35671,0.95062,1.2822,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,3146.39,1.30354,0.99953,1.25905,0.78485,0.70569,0.78373,0.46714,1.35576,0.94207,1.28031,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,3208.52,1.29507,1.0051,1.26032,0.78009,0.71882,0.78389,0.46738,1.36107,0.93465,1.28301,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,3270.68,1.29369,0.99019,1.25752,0.77654,0.72106,0.78002,0.46566,1.35964,0.93623,1.28378,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,3332.81,1.28701,0.97709,1.25066,0.77704,0.71817,0.78198,0.46815,1.35714,0.93536,1.28323,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,3395.08,1.2818,0.97706,1.24968,0.78447,0.71055,0.78321,0.46976,1.35383,0.93533,1.28149,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,3457.16,1.28218,0.97077,1.24632,0.78328,0.71678,0.78417,0.46988,1.34749,0.92883,1.28073,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,3519.25,1.26851,0.95751,1.23867,0.78266,0.7167,0.78663,0.47045,1.34705,0.92726,1.27911,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,3581.4,1.26292,0.94579,1.2333,0.78262,0.714,0.78732,0.4702,1.34662,0.92242,1.27818,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,3643.59,1.26579,0.9439,1.23775,0.78698,0.72098,0.78758,0.46916,1.34442,0.92025,1.27768,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,3705.57,1.26578,0.9378,1.23778,0.79215,0.7138,0.78554,0.46858,1.34701,0.91991,1.27965,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,3767.81,1.25432,0.93061,1.2236,0.7867,0.71794,0.78665,0.46926,1.34941,0.91859,1.2825,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,3829.95,1.25101,0.93087,1.2293,0.78778,0.71542,0.7857,0.47015,1.34931,0.92275,1.28211,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,3892.23,1.24266,0.92231,1.22302,0.79423,0.71198,0.78508,0.46996,1.34812,0.92123,1.28208,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,3954.18,1.24731,0.92073,1.2219,0.78947,0.71846,0.78555,0.46954,1.34789,0.91993,1.28269,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,4016.28,1.23583,0.90969,1.21674,0.78589,0.72372,0.78711,0.47043,1.34639,0.91592,1.28168,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,4078.51,1.23443,0.8943,1.21627,0.7868,0.7218,0.78718,0.47033,1.34763,0.91643,1.28119,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,4140.61,1.2271,0.8967,1.21319,0.78561,0.72439,0.78782,0.47114,1.34872,0.91447,1.28143,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,4202.73,1.22501,0.88695,1.21263,0.78289,0.72659,0.7882,0.47089,1.34887,0.91115,1.2819,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,4264.84,1.22209,0.88978,1.2051,0.79178,0.72204,0.78836,0.47032,1.34832,0.91033,1.28039,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,4326.88,1.21095,0.87732,1.20174,0.7893,0.72689,0.78852,0.46949,1.3504,0.90711,1.28119,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,4389.19,1.21501,0.88023,1.20185,0.79266,0.72085,0.78763,0.4698,1.35111,0.90614,1.28149,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,4451.11,1.20133,0.86231,1.19532,0.79109,0.72326,0.78791,0.47037,1.35261,0.90455,1.28275,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,4513.28,1.20046,0.85057,1.19105,0.79054,0.72002,0.78834,0.47054,1.35222,0.90256,1.28296,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,4575.15,1.20201,0.85378,1.19544,0.78247,0.72554,0.78783,0.47087,1.35124,0.90097,1.28249,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,4637.27,1.1893,0.84538,1.18695,0.78156,0.72431,0.78856,0.47122,1.35282,0.8974,1.28312,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,4699.39,1.18845,0.84149,1.19116,0.7808,0.72455,0.78843,0.47063,1.35264,0.89681,1.28325,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,4761.53,1.18428,0.82961,1.18439,0.77966,0.72127,0.78731,0.47069,1.35394,0.89744,1.28336,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,4823.58,1.18011,0.82487,1.17621,0.77913,0.72175,0.78866,0.47093,1.35455,0.89584,1.28397,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,4885.66,1.17327,0.81828,1.17584,0.7824,0.71832,0.78817,0.47108,1.35509,0.89612,1.28429,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,4947.61,1.17258,0.81028,1.17306,0.78089,0.7195,0.78847,0.47118,1.3556,0.8963,1.28501,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,5009.8,1.16791,0.80615,1.17212,0.78058,0.72329,0.78831,0.47158,1.35631,0.89561,1.28558,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,5071.83,1.15616,0.80181,1.16498,0.77832,0.72549,0.78754,0.4711,1.35813,0.89591,1.2864,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,5133.83,1.15799,0.7985,1.16514,0.77756,0.72372,0.78729,0.47137,1.35941,0.89318,1.28705,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,5195.96,1.15244,0.79071,1.16179,0.7811,0.72057,0.78759,0.47188,1.35848,0.8931,1.28636,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,5258.06,1.14624,0.78083,1.15919,0.78237,0.71898,0.78783,0.47195,1.35913,0.89222,1.287,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,5320.05,1.14027,0.7793,1.15475,0.78127,0.71957,0.788,0.47199,1.35935,0.89039,1.28778,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,5382.21,1.13642,0.7798,1.15326,0.78104,0.71979,0.78802,0.47215,1.3609,0.88874,1.2887,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,5444.23,1.13463,0.76352,1.14699,0.77641,0.72556,0.78902,0.47199,1.36215,0.88863,1.2891,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,5506.32,1.12332,0.7554,1.14329,0.78244,0.71854,0.78861,0.47143,1.36285,0.88855,1.28975,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,5568.44,1.11975,0.75244,1.13888,0.78405,0.71884,0.78855,0.47156,1.36351,0.88773,1.28993,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,5630.47,1.11373,0.74648,1.13939,0.77816,0.72434,0.78929,0.4716,1.36435,0.8875,1.29043,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,5692.77,1.13035,0.69808,1.14803,0.7759,0.72769,0.78958,0.47141,1.36595,0.88755,1.29141,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,5754.59,1.10374,0.66096,1.12746,0.77354,0.73111,0.78904,0.47148,1.36654,0.88665,1.29201,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,5816.38,1.09481,0.66054,1.12138,0.77343,0.73398,0.78965,0.47219,1.36676,0.88642,1.29219,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,5878.27,1.08351,0.64774,1.11313,0.78379,0.7234,0.78971,0.47176,1.36719,0.88582,1.29191,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,5940.07,1.07933,0.63602,1.1103,0.78078,0.73074,0.79039,0.47118,1.36775,0.88437,1.2923,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,6001.85,1.05799,0.62068,1.09662,0.78924,0.7211,0.79108,0.47129,1.36861,0.88442,1.29302,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,6063.75,1.05993,0.61483,1.10003,0.7852,0.7265,0.7905,0.47127,1.36909,0.88341,1.2929,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,6125.67,1.05297,0.61419,1.09985,0.78767,0.7232,0.79084,0.471,1.37014,0.88233,1.2941,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,6187.39,1.04206,0.60515,1.08823,0.78915,0.72246,0.79011,0.47074,1.37127,0.88129,1.29509,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,6249.32,1.04448,0.60723,1.09297,0.789,0.72455,0.78999,0.46993,1.37183,0.87914,1.29561,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
