epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,7387.02,1.33541,1.08494,1.44738,0.77306,0.73488,0.79786,0.47781,1.36118,1.03934,1.45855,0.00406,0.00406,0.00406
62,7507.65,1.33421,1.08056,1.4507,0.77647,0.72992,0.79723,0.47737,1.36065,1.03866,1.45909,0.003961,0.003961,0.003961
63,7628.17,1.33182,1.06635,1.43671,0.78711,0.72173,0.79612,0.478,1.36218,1.03868,1.46053,0.003862,0.003862,0.003862
64,7748.49,1.32443,1.06411,1.43691,0.78257,0.72419,0.7962,0.47831,1.36146,1.03862,1.4611,0.003763,0.003763,0.003763
65,7868.95,1.32235,1.05625,1.4337,0.77759,0.72949,0.79438,0.47794,1.36198,1.03754,1.46225,0.003664,0.003664,0.003664
66,7989.39,1.32344,1.04964,1.4311,0.7831,0.72406,0.79578,0.47742,1.3619,1.03307,1.46239,0.003565,0.003565,0.003565
67,8109.97,1.30642,1.04524,1.42309,0.78613,0.72132,0.79598,0.47845,1.36258,1.02981,1.46179,0.003466,0.003466,0.003466
68,8230.54,1.31278,1.03039,1.42243,0.78741,0.72753,0.79748,0.47916,1.36347,1.02608,1.46278,0.003367,0.003367,0.003367
69,8351.16,1.309,1.03023,1.42044,0.78633,0.72487,0.79706,0.47926,1.36155,1.024,1.46137,0.003268,0.003268,0.003268
70,8471.64,1.29799,1.02064,1.416,0.79883,0.71986,0.79776,0.47914,1.36178,1.02188,1.46137,0.003169,0.003169,0.003169
71,8591.95,1.29005,1.01313,1.41124,0.7979,0.72127,0.79775,0.47929,1.36142,1.02059,1.46131,0.00307,0.00307,0.00307
72,8712.67,1.28935,1.00732,1.41311,0.8003,0.72223,0.7977,0.47976,1.36196,1.02013,1.46161,0.002971,0.002971,0.002971
73,8833.11,1.28432,0.99414,1.40603,0.80012,0.72231,0.79809,0.47964,1.36227,1.01787,1.46264,0.002872,0.002872,0.002872
74,8953.46,1.28032,1.00523,1.40357,0.80094,0.72387,0.7985,0.48006,1.361,1.01588,1.46147,0.002773,0.002773,0.002773
75,9073.9,1.28253,0.99024,1.40482,0.80283,0.72075,0.7989,0.4793,1.36112,1.014,1.4612,0.002674,0.002674,0.002674
76,9194.45,1.27455,0.97445,1.39749,0.80128,0.72576,0.79933,0.47918,1.36046,1.01277,1.46037,0.002575,0.002575,0.002575
77,9314.79,1.27088,0.97455,1.39741,0.79874,0.72607,0.79944,0.47946,1.3599,1.01116,1.46002,0.002476,0.002476,0.002476
78,9435.43,1.2677,0.96949,1.39624,0.79659,0.72429,0.79923,0.4792,1.35921,1.00911,1.45943,0.002377,0.002377,0.002377
79,9556.06,1.2608,0.95589,1.38688,0.80116,0.72262,0.79958,0.47857,1.35932,1.00818,1.45928,0.002278,0.002278,0.002278
80,9676.52,1.25553,0.95066,1.38647,0.80443,0.72175,0.7996,0.47849,1.35957,1.00669,1.45914,0.002179,0.002179,0.002179
81,9796.95,1.25292,0.94498,1.38505,0.8068,0.72191,0.79927,0.47846,1.35983,1.00527,1.45959,0.00208,0.00208,0.00208
82,9917.28,1.24969,0.93657,1.38238,0.81038,0.72111,0.79865,0.47919,1.36015,1.00351,1.45996,0.001981,0.001981,0.001981
83,10037.6,1.24193,0.93096,1.37582,0.81206,0.72129,0.79921,0.47994,1.36048,1.00259,1.46008,0.001882,0.001882,0.001882
