epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1978.25,1.53585,1.50811,1.64889,0.71783,0.61251,0.68009,0.37799,1.49063,1.59254,1.59795,0.008416,0.008416,0.008416
18,2097.69,1.52681,1.49172,1.64296,0.70679,0.61615,0.68729,0.38379,1.47843,1.53127,1.58949,0.008317,0.008317,0.008317
19,2216.92,1.52282,1.48171,1.63036,0.70723,0.63018,0.6972,0.38911,1.45534,1.51101,1.56135,0.008218,0.008218,0.008218
20,2335.91,1.51542,1.47446,1.62344,0.72898,0.65951,0.72275,0.40203,1.45661,1.40337,1.55533,0.008119,0.008119,0.008119
21,2455.24,1.50261,1.44221,1.60592,0.70358,0.6523,0.71179,0.40392,1.46417,1.46605,1.54206,0.00802,0.00802,0.00802
22,2571.7,1.50469,1.42874,1.60143,0.70552,0.66059,0.71647,0.40708,1.44826,1.35481,1.53695,0.007921,0.007921,0.007921
23,2686.36,1.49811,1.41026,1.59882,0.72209,0.65557,0.7292,0.41511,1.44606,1.33768,1.54155,0.007822,0.007822,0.007822
24,2801.02,1.50231,1.41215,1.60408,0.7315,0.64145,0.72529,0.41915,1.44368,1.31676,1.52114,0.007723,0.007723,0.007723
25,2915.44,1.47808,1.37854,1.5833,0.72656,0.66932,0.74043,0.42525,1.42954,1.28948,1.52455,0.007624,0.007624,0.007624
26,3029.97,1.47915,1.37046,1.58244,0.74277,0.66639,0.74287,0.42388,1.43158,1.39892,1.52507,0.007525,0.007525,0.007525
27,3144.59,1.47262,1.36234,1.57593,0.73131,0.66655,0.73866,0.4258,1.44027,1.26219,1.5159,0.007426,0.007426,0.007426
28,3258.98,1.46831,1.35406,1.57338,0.74169,0.66586,0.74628,0.43054,1.43351,1.23994,1.52729,0.007327,0.007327,0.007327
29,3373.21,1.46239,1.33646,1.57314,0.74769,0.65931,0.74713,0.43482,1.42061,1.26606,1.51048,0.007228,0.007228,0.007228
30,3487.59,1.46581,1.32958,1.5692,0.74102,0.67863,0.75696,0.43862,1.42234,1.20418,1.51607,0.007129,0.007129,0.007129
31,3602.1,1.46029,1.32253,1.56359,0.75087,0.67695,0.75664,0.44362,1.40861,1.19489,1.50811,0.00703,0.00703,0.00703
32,3716.66,1.4538,1.32802,1.55756,0.76126,0.67646,0.76115,0.44208,1.42726,1.24522,1.50705,0.006931,0.006931,0.006931
33,3831.02,1.44609,1.30271,1.55409,0.74876,0.69228,0.76161,0.44448,1.39505,1.21302,1.49305,0.006832,0.006832,0.006832
34,3945.44,1.44244,1.2886,1.55305,0.76214,0.68328,0.76385,0.44725,1.40214,1.17786,1.50265,0.006733,0.006733,0.006733
35,4063.27,1.43103,1.28879,1.5453,0.77902,0.67865,0.76795,0.4479,1.40782,1.1958,1.49808,0.006634,0.006634,0.006634
36,4182.59,1.43294,1.29064,1.54207,0.74561,0.70975,0.77071,0.45208,1.38814,1.15759,1.48708,0.006535,0.006535,0.006535
37,4301.29,1.43326,1.28069,1.5467,0.75491,0.69641,0.76979,0.45027,1.39048,1.18364,1.49138,0.006436,0.006436,0.006436
38,4415.88,1.4305,1.26472,1.53228,0.79133,0.67123,0.77229,0.45207,1.38971,1.21773,1.48227,0.006337,0.006337,0.006337
39,4530.33,1.41987,1.24321,1.52738,0.77376,0.69434,0.77571,0.45688,1.37944,1.17123,1.48057,0.006238,0.006238,0.006238
40,4646.82,1.41566,1.24181,1.51684,0.75993,0.70045,0.7746,0.45594,1.38705,1.18309,1.48139,0.006139,0.006139,0.006139
41,4766.13,1.40898,1.23662,1.51969,0.78254,0.69616,0.77994,0.45848,1.38097,1.13324,1.47799,0.00604,0.00604,0.00604
42,4885.19,1.41104,1.21808,1.51665,0.76566,0.69689,0.77834,0.45728,1.38547,1.14054,1.4782,0.005941,0.005941,0.005941
43,5000.93,1.40898,1.22311,1.50766,0.76858,0.70317,0.77943,0.46065,1.39169,1.15688,1.47188,0.005842,0.005842,0.005842
44,5115.31,1.39967,1.21602,1.50362,0.78682,0.7048,0.78146,0.46117,1.38348,1.13439,1.46912,0.005743,0.005743,0.005743
45,5229.84,1.3998,1.20158,1.49924,0.76756,0.70848,0.78379,0.45982,1.38934,1.16133,1.47306,0.005644,0.005644,0.005644
46,5344.19,1.39229,1.192,1.49502,0.7701,0.70933,0.78774,0.46145,1.3954,1.14592,1.47116,0.005545,0.005545,0.005545
47,5458.64,1.38849,1.18717,1.48819,0.78383,0.70348,0.78925,0.465,1.39509,1.13432,1.46548,0.005446,0.005446,0.005446
48,5573,1.37884,1.17172,1.48845,0.7832,0.70109,0.78576,0.4686,1.38979,1.1344,1.46795,0.005347,0.005347,0.005347
49,5687.33,1.38288,1.17617,1.48757,0.77423,0.70655,0.78819,0.47078,1.39094,1.09282,1.47121,0.005248,0.005248,0.005248
50,5801.57,1.38458,1.16831,1.49332,0.75995,0.72413,0.79152,0.47,1.39438,1.08782,1.47441,0.005149,0.005149,0.005149
51,5915.77,1.37661,1.16864,1.48254,0.7874,0.71193,0.79225,0.47252,1.392,1.08485,1.47138,0.00505,0.00505,0.00505
52,6030.14,1.37031,1.14797,1.47006,0.78781,0.71436,0.79325,0.47296,1.39792,1.08475,1.46828,0.004951,0.004951,0.004951
53,6144.55,1.35581,1.13801,1.46116,0.80006,0.71453,0.79711,0.47169,1.39811,1.08947,1.46704,0.004852,0.004852,0.004852
54,6258.94,1.36441,1.12858,1.467,0.78339,0.73211,0.79915,0.47235,1.39751,1.08403,1.46471,0.004753,0.004753,0.004753
55,6376.28,1.35183,1.13089,1.46552,0.78302,0.72767,0.79718,0.47324,1.3971,1.08351,1.46398,0.004654,0.004654,0.004654
56,6495.13,1.35293,1.12286,1.46371,0.77687,0.72679,0.79581,0.47294,1.39155,1.07187,1.46182,0.004555,0.004555,0.004555
57,6613.96,1.35216,1.12039,1.457,0.79211,0.71466,0.79496,0.47388,1.3904,1.06115,1.46007,0.004456,0.004456,0.004456
58,6728.56,1.34486,1.10192,1.45235,0.78033,0.72346,0.79673,0.47366,1.39337,1.07246,1.46124,0.004357,0.004357,0.004357
59,6842.88,1.34686,1.10504,1.45588,0.78659,0.72025,0.7958,0.47349,1.39583,1.07534,1.46254,0.004258,0.004258,0.004258
60,6957.38,1.33953,1.09404,1.44779,0.7952,0.71204,0.79626,0.47434,1.39565,1.07027,1.46286,0.004159,0.004159,0.004159
61,7071.76,1.33308,1.08643,1.44424,0.80008,0.70348,0.79562,0.47325,1.3962,1.06656,1.46252,0.00406,0.00406,0.00406
62,7186.14,1.33225,1.08267,1.44757,0.79784,0.70568,0.79507,0.4726,1.39536,1.06485,1.46292,0.003961,0.003961,0.003961
63,7300.57,1.32945,1.06929,1.44085,0.79066,0.70854,0.79518,0.47399,1.398,1.06512,1.46439,0.003862,0.003862,0.003862
64,7414.99,1.32389,1.06245,1.43268,0.79209,0.70541,0.79598,0.47431,1.39983,1.06128,1.46551,0.003763,0.003763,0.003763
65,7529.25,1.31881,1.05577,1.43018,0.79373,0.70826,0.79584,0.47513,1.40215,1.0581,1.46808,0.003664,0.003664,0.003664
66,7643.69,1.32081,1.05226,1.42741,0.77763,0.71783,0.79401,0.47519,1.40184,1.05651,1.46746,0.003565,0.003565,0.003565
67,7758.04,1.30001,1.04132,1.41797,0.77082,0.72363,0.79431,0.47446,1.40397,1.05824,1.46819,0.003466,0.003466,0.003466
68,7872.61,1.31277,1.03802,1.42109,0.78171,0.71637,0.79448,0.4749,1.40436,1.05781,1.46772,0.003367,0.003367,0.003367
69,7987.15,1.30427,1.03495,1.41596,0.78703,0.71459,0.79479,0.47555,1.40607,1.05748,1.46767,0.003268,0.003268,0.003268
70,8101.67,1.29504,1.02064,1.41014,0.79003,0.71656,0.79581,0.47505,1.40689,1.0558,1.46803,0.003169,0.003169,0.003169
71,8216.15,1.29117,1.01341,1.40546,0.78958,0.71959,0.79753,0.47547,1.4078,1.05592,1.46816,0.00307,0.00307,0.00307
72,8330.71,1.29038,1.00958,1.41034,0.78747,0.72275,0.79765,0.47516,1.40764,1.05297,1.46831,0.002971,0.002971,0.002971
73,8445.22,1.2827,0.99532,1.39971,0.79401,0.71811,0.79946,0.47558,1.40827,1.05126,1.46886,0.002872,0.002872,0.002872
74,8559.81,1.27975,0.99605,1.39518,0.79221,0.72114,0.8001,0.4756,1.40826,1.04904,1.46911,0.002773,0.002773,0.002773
75,8674.17,1.28178,0.99215,1.39845,0.78865,0.72447,0.79947,0.47557,1.40758,1.04762,1.46855,0.002674,0.002674,0.002674
76,8788.74,1.27872,0.97405,1.3877,0.78928,0.72748,0.80074,0.47556,1.40734,1.04327,1.46851,0.002575,0.002575,0.002575
77,8903.09,1.26754,0.97279,1.38785,0.78832,0.72695,0.80067,0.47617,1.40751,1.04134,1.46834,0.002476,0.002476,0.002476
78,9017.65,1.26654,0.96712,1.39111,0.78702,0.72728,0.80058,0.47599,1.40825,1.04032,1.46873,0.002377,0.002377,0.002377
79,9132.21,1.2616,0.95308,1.38111,0.78171,0.7301,0.80044,0.47618,1.41076,1.0367,1.46988,0.002278,0.002278,0.002278
80,9246.66,1.26187,0.95627,1.3824,0.78353,0.72897,0.8001,0.47578,1.41028,1.03497,1.46938,0.002179,0.002179,0.002179
81,9361.41,1.25431,0.94698,1.37714,0.78374,0.72941,0.80093,0.47608,1.41117,1.03319,1.46961,0.00208,0.00208,0.00208
82,9480.63,1.24664,0.93547,1.37225,0.78542,0.7316,0.80128,0.47606,1.41218,1.03212,1.46998,0.001981,0.001981,0.001981
83,9599.43,1.24105,0.933,1.36438,0.78799,0.73415,0.80304,0.47654,1.41268,1.03105,1.47007,0.001882,0.001882,0.001882
84,9718.43,1.23196,0.91747,1.36426,0.78387,0.73355,0.80203,0.4766,1.4128,1.02951,1.4702,0.001783,0.001783,0.001783
85,9836.87,1.22638,0.9106,1.3559,0.78338,0.73284,0.80155,0.47625,1.41414,1.0285,1.4713,0.001684,0.001684,0.001684
86,9951.84,1.2205,0.91366,1.3556,0.78416,0.73387,0.80125,0.47581,1.41485,1.02708,1.47178,0.001585,0.001585,0.001585
87,10066.4,1.22549,0.90625,1.35436,0.78522,0.73455,0.80158,0.47623,1.41546,1.02573,1.47233,0.001486,0.001486,0.001486
88,10181,1.2203,0.90147,1.35373,0.78542,0.73306,0.80143,0.47595,1.41608,1.02422,1.47269,0.001387,0.001387,0.001387
89,10295.5,1.209,0.88586,1.34337,0.78503,0.73418,0.80186,0.47609,1.41662,1.02348,1.47302,0.001288,0.001288,0.001288
90,10410,1.21058,0.89181,1.34345,0.78579,0.73415,0.80172,0.4759,1.41705,1.02179,1.47335,0.001189,0.001189,0.001189
91,10523.7,1.21968,0.81426,1.35703,0.7879,0.73415,0.80177,0.47606,1.41788,1.0198,1.47389,0.00109,0.00109,0.00109
92,10636.9,1.19953,0.78467,1.33968,0.78643,0.73415,0.80197,0.47661,1.41881,1.01775,1.4747,0.000991,0.000991,0.000991
93,10750,1.18648,0.76553,1.32778,0.78605,0.7355,0.80272,0.47693,1.41942,1.01538,1.47539,0.000892,0.000892,0.000892
94,10863.1,1.17954,0.76065,1.32428,0.78791,0.734,0.80206,0.47708,1.42013,1.01324,1.47576,0.000793,0.000793,0.000793
95,10976.4,1.17043,0.75384,1.31709,0.78821,0.73422,0.80262,0.47678,1.42049,1.0112,1.4763,0.000694,0.000694,0.000694
96,11089.5,1.16385,0.74713,1.3126,0.78703,0.73462,0.80266,0.47635,1.42121,1.00976,1.47709,0.000595,0.000595,0.000595
97,11202.5,1.15848,0.73347,1.31005,0.79005,0.73192,0.8032,0.47622,1.42176,1.00721,1.47775,0.000496,0.000496,0.000496
98,11315.7,1.14916,0.72425,1.30102,0.79329,0.7303,0.8025,0.4761,1.42217,1.00577,1.47811,0.000397,0.000397,0.000397
99,11428.9,1.13709,0.71362,1.29189,0.79206,0.7303,0.8023,0.476,1.42251,1.0043,1.47847,0.000298,0.000298,0.000298
100,11542,1.13347,0.71251,1.29225,0.79179,0.72846,0.80194,0.47566,1.42279,1.00279,1.47881,0.000199,0.000199,0.000199
