epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,3505.21,1.46761,1.32929,1.55382,0.75185,0.68547,0.75841,0.44103,1.41933,1.25107,1.48277,0.007129,0.007129,0.007129
31,3619.66,1.45888,1.31334,1.5512,0.75382,0.67824,0.75919,0.44437,1.41578,1.22356,1.49583,0.00703,0.00703,0.00703
32,3734.2,1.45478,1.32194,1.54836,0.74471,0.67857,0.75402,0.43718,1.43414,1.17982,1.50143,0.006931,0.006931,0.006931
33,3849.32,1.44506,1.29671,1.54484,0.76245,0.688,0.76408,0.44354,1.40517,1.20199,1.4859,0.006832,0.006832,0.006832
34,3965.26,1.44046,1.27887,1.53897,0.76484,0.69119,0.76491,0.4493,1.41466,1.16962,1.49267,0.006733,0.006733,0.006733
35,4080.17,1.4336,1.28764,1.53023,0.7509,0.69944,0.76723,0.44993,1.42181,1.18842,1.48437,0.006634,0.006634,0.006634
36,4195.15,1.43486,1.27562,1.52563,0.75679,0.69805,0.7702,0.45373,1.4116,1.14369,1.4793,0.006535,0.006535,0.006535
37,4308.21,1.43173,1.26862,1.53047,0.75994,0.69912,0.77413,0.45293,1.42084,1.13018,1.48282,0.006436,0.006436,0.006436
38,4420.26,1.42825,1.25492,1.51881,0.75419,0.69947,0.77336,0.45771,1.41749,1.13147,1.48182,0.006337,0.006337,0.006337
39,4532.42,1.41929,1.24089,1.51416,0.77214,0.69475,0.77872,0.45888,1.42124,1.12856,1.48236,0.006238,0.006238,0.006238
40,4644.57,1.41911,1.23806,1.50992,0.77217,0.69913,0.77728,0.46179,1.42328,1.1513,1.48228,0.006139,0.006139,0.006139
41,4756.69,1.41243,1.22576,1.50484,0.75732,0.70974,0.77554,0.46221,1.40996,1.13896,1.47262,0.00604,0.00604,0.00604
42,4868.73,1.41119,1.21371,1.50345,0.75769,0.71418,0.77924,0.45988,1.41218,1.11136,1.47443,0.005941,0.005941,0.005941
43,4980.76,1.41061,1.21743,1.49967,0.76967,0.71087,0.78619,0.46552,1.3908,1.09803,1.45732,0.005842,0.005842,0.005842
44,5092.83,1.39911,1.1969,1.49061,0.78912,0.69736,0.78699,0.46815,1.39088,1.08257,1.45407,0.005743,0.005743,0.005743
45,5204.86,1.40153,1.1953,1.48837,0.77506,0.7118,0.78705,0.46749,1.3783,1.07818,1.45056,0.005644,0.005644,0.005644
46,5316.85,1.39039,1.18894,1.48088,0.79032,0.70035,0.78843,0.46882,1.37499,1.07175,1.44712,0.005545,0.005545,0.005545
47,5428.98,1.38784,1.17113,1.47435,0.78086,0.70971,0.78938,0.47063,1.38759,1.08068,1.4462,0.005446,0.005446,0.005446
48,5542.66,1.38048,1.16532,1.47431,0.78945,0.70243,0.78929,0.47112,1.38795,1.08667,1.44623,0.005347,0.005347,0.005347
49,5657.42,1.38023,1.15953,1.46977,0.80103,0.69384,0.79099,0.47273,1.39402,1.06707,1.44932,0.005248,0.005248,0.005248
50,5773.48,1.38634,1.16048,1.48173,0.79956,0.70157,0.79008,0.47263,1.39786,1.08525,1.45127,0.005149,0.005149,0.005149
51,5888.05,1.37334,1.15484,1.46825,0.78254,0.70566,0.79171,0.4748,1.39804,1.08308,1.45303,0.00505,0.00505,0.00505
52,6002.64,1.37315,1.14667,1.46782,0.78895,0.71032,0.79413,0.47551,1.39381,1.08404,1.44998,0.004951,0.004951,0.004951
53,6117.1,1.35595,1.12749,1.45404,0.78783,0.71178,0.79403,0.47503,1.388,1.06891,1.44946,0.004852,0.004852,0.004852
54,6232.12,1.36104,1.11974,1.45882,0.7895,0.71364,0.79246,0.47472,1.38615,1.06294,1.44817,0.004753,0.004753,0.004753
55,6347.24,1.3531,1.11958,1.45454,0.78305,0.72104,0.79417,0.47488,1.38714,1.05821,1.44787,0.004654,0.004654,0.004654
56,6461.99,1.35233,1.11762,1.45013,0.78162,0.71691,0.79179,0.47637,1.38308,1.04554,1.44245,0.004555,0.004555,0.004555
57,6574.03,1.35028,1.10258,1.44872,0.78626,0.71474,0.79334,0.47841,1.38245,1.0434,1.44101,0.004456,0.004456,0.004456
58,6686.09,1.34527,1.08831,1.44005,0.79849,0.71083,0.79657,0.47893,1.384,1.04033,1.44129,0.004357,0.004357,0.004357
59,6798.23,1.34871,1.09758,1.44488,0.80172,0.71148,0.798,0.47929,1.38614,1.03873,1.4417,0.004258,0.004258,0.004258
60,6910.37,1.33942,1.08458,1.4345,0.80036,0.7116,0.79975,0.48037,1.38804,1.03909,1.44224,0.004159,0.004159,0.004159
61,7022.45,1.33638,1.08442,1.43212,0.79553,0.7205,0.79906,0.48107,1.38989,1.03767,1.44259,0.00406,0.00406,0.00406
62,7134.5,1.33212,1.07546,1.4345,0.77988,0.72637,0.79888,0.48064,1.3909,1.03578,1.44403,0.003961,0.003961,0.003961
63,7246.69,1.33091,1.06199,1.42513,0.77621,0.73067,0.79985,0.48082,1.39002,1.03065,1.44408,0.003862,0.003862,0.003862
64,7358.49,1.32292,1.06134,1.42184,0.77565,0.73613,0.79936,0.48005,1.38905,1.02411,1.44396,0.003763,0.003763,0.003763
65,7470.53,1.31736,1.05134,1.41669,0.7784,0.734,0.79949,0.47988,1.39102,1.02013,1.44622,0.003664,0.003664,0.003664
66,7582.58,1.31832,1.04526,1.41722,0.77952,0.73043,0.79959,0.47974,1.39135,1.01772,1.44655,0.003565,0.003565,0.003565
67,7694.73,1.30479,1.03979,1.41149,0.78002,0.72912,0.79983,0.48025,1.39087,1.01599,1.4458,0.003466,0.003466,0.003466
68,7806.88,1.31404,1.02728,1.41236,0.77358,0.73865,0.80029,0.48123,1.39069,1.01304,1.44514,0.003367,0.003367,0.003367
69,7919.13,1.30682,1.02915,1.41265,0.78128,0.73634,0.80069,0.48171,1.38829,1.01085,1.44402,0.003268,0.003268,0.003268
70,8031.12,1.29668,1.01294,1.4008,0.78181,0.73503,0.79987,0.48113,1.38741,1.009,1.44293,0.003169,0.003169,0.003169
71,8143.13,1.28872,1.00881,1.39298,0.78309,0.73342,0.80057,0.48111,1.38735,1.00679,1.44271,0.00307,0.00307,0.00307
72,8255.25,1.29072,1.00672,1.39884,0.77935,0.73605,0.80023,0.48128,1.38636,1.00373,1.44194,0.002971,0.002971,0.002971
73,8367.24,1.28352,0.99135,1.39235,0.77778,0.73738,0.80062,0.48179,1.38603,1.00084,1.44158,0.002872,0.002872,0.002872
74,8479.25,1.28103,0.99743,1.38759,0.7776,0.73842,0.801,0.48178,1.38563,0.9987,1.44119,0.002773,0.002773,0.002773
75,8591.29,1.28198,0.99306,1.38696,0.77531,0.73803,0.7998,0.48105,1.38467,0.99727,1.44068,0.002674,0.002674,0.002674
76,8703.31,1.27612,0.96751,1.38067,0.77116,0.73878,0.79985,0.48151,1.38389,0.99515,1.44029,0.002575,0.002575,0.002575
77,8815.48,1.27109,0.97082,1.3813,0.77282,0.73844,0.80005,0.48204,1.38284,0.99345,1.43964,0.002476,0.002476,0.002476
78,8927.4,1.26813,0.96901,1.38088,0.77383,0.73923,0.80076,0.48261,1.38239,0.99217,1.43962,0.002377,0.002377,0.002377
79,9039.39,1.26414,0.95417,1.37263,0.77084,0.74045,0.8011,0.4821,1.38216,0.99054,1.43924,0.002278,0.002278,0.002278
80,9151.38,1.25559,0.94584,1.36999,0.77359,0.73698,0.80171,0.48229,1.38244,0.98919,1.43948,0.002179,0.002179,0.002179
81,9263.42,1.2545,0.93987,1.36725,0.77297,0.73738,0.80226,0.4825,1.38211,0.9875,1.43907,0.00208,0.00208,0.00208
82,9375.44,1.2497,0.93259,1.36558,0.77958,0.73457,0.80244,0.48251,1.38081,0.98648,1.43832,0.001981,0.001981,0.001981
83,9487.55,1.24251,0.92704,1.36037,0.78156,0.73509,0.80353,0.48279,1.38142,0.98412,1.43868,0.001882,0.001882,0.001882
84,9599.58,1.23415,0.91871,1.35916,0.78213,0.73631,0.80362,0.48288,1.38167,0.98229,1.4392,0.001783,0.001783,0.001783
85,9711.56,1.22973,0.90931,1.35075,0.78388,0.73857,0.80468,0.48259,1.38188,0.98093,1.43907,0.001684,0.001684,0.001684
86,9823.4,1.2202,0.90246,1.34833,0.78274,0.73994,0.80468,0.48206,1.38152,0.97894,1.43907,0.001585,0.001585,0.001585
87,9935.4,1.2277,0.90136,1.34967,0.78222,0.74096,0.80402,0.48211,1.38137,0.97703,1.43916,0.001486,0.001486,0.001486
88,10047.4,1.21358,0.89122,1.34183,0.78473,0.7391,0.80413,0.48215,1.38131,0.97497,1.43942,0.001387,0.001387,0.001387
89,10160.1,1.20849,0.8794,1.33578,0.78347,0.74094,0.8049,0.48254,1.38091,0.97362,1.43907,0.001288,0.001288,0.001288
90,10274.9,1.20826,0.87994,1.3351,0.78492,0.73992,0.8047,0.48265,1.38101,0.97224,1.43914,0.001189,0.001189,0.001189
91,10389.3,1.22426,0.81803,1.35298,0.78354,0.73962,0.80368,0.48251,1.3808,0.97144,1.43908,0.00109,0.00109,0.00109
92,10502.3,1.20201,0.78142,1.33471,0.78437,0.7405,0.80478,0.48286,1.38059,0.97018,1.43915,0.000991,0.000991,0.000991
93,10613.1,1.1824,0.75691,1.32205,0.78495,0.74075,0.80415,0.48296,1.38058,0.96864,1.43911,0.000892,0.000892,0.000892
94,10723.9,1.17933,0.75714,1.32301,0.78492,0.74339,0.80443,0.48316,1.38098,0.96801,1.43965,0.000793,0.000793,0.000793
95,10834.6,1.16916,0.74354,1.31109,0.78905,0.74006,0.80421,0.48332,1.38168,0.96669,1.44032,0.000694,0.000694,0.000694
96,10945.4,1.16194,0.73885,1.30697,0.78576,0.74295,0.80315,0.48286,1.38268,0.96536,1.44091,0.000595,0.000595,0.000595
97,11056.1,1.15414,0.72643,1.30213,0.786,0.74363,0.80297,0.48307,1.38291,0.96448,1.44111,0.000496,0.000496,0.000496
98,11166.9,1.15528,0.72718,1.30255,0.78599,0.74517,0.80377,0.48338,1.38365,0.96344,1.44147,0.000397,0.000397,0.000397
99,11277.6,1.14009,0.71229,1.29028,0.78597,0.74487,0.80341,0.48336,1.38417,0.96263,1.44175,0.000298,0.000298,0.000298
100,11388.4,1.13465,0.70416,1.2882,0.78426,0.74535,0.80345,0.48384,1.3848,0.96173,1.44218,0.000199,0.000199,0.000199
