epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,5178.14,1.41479,1.21866,1.5132,0.767,0.70431,0.77734,0.45971,1.38737,1.13334,1.46588,0.005842,0.005842,0.005842
44,5294,1.40633,1.22048,1.50642,0.75074,0.72466,0.77895,0.46057,1.38071,1.13928,1.46231,0.005743,0.005743,0.005743
45,5409.89,1.40449,1.20969,1.50147,0.75371,0.71303,0.78141,0.46006,1.37402,1.12915,1.45796,0.005644,0.005644,0.005644
46,5525.71,1.39741,1.20257,1.49439,0.76693,0.70914,0.78353,0.46198,1.37548,1.08617,1.45771,0.005545,0.005545,0.005545
47,5641.33,1.39289,1.19006,1.49031,0.76638,0.70617,0.78328,0.46366,1.37762,1.08518,1.45886,0.005446,0.005446,0.005446
48,5757.13,1.3821,1.17144,1.48821,0.78051,0.70192,0.7844,0.46455,1.37802,1.09817,1.45931,0.005347,0.005347,0.005347
49,5873.16,1.38675,1.18238,1.4828,0.7795,0.70848,0.78763,0.46634,1.37626,1.0885,1.45152,0.005248,0.005248,0.005248
50,5988.97,1.38749,1.17043,1.49004,0.76627,0.71993,0.78739,0.46634,1.3871,1.07727,1.45607,0.005149,0.005149,0.005149
51,6104.88,1.37777,1.17411,1.47761,0.76077,0.70925,0.78645,0.46781,1.38358,1.06665,1.45586,0.00505,0.00505,0.00505
52,6220.91,1.37323,1.15329,1.47553,0.7785,0.70485,0.78662,0.46781,1.37967,1.06554,1.45472,0.004951,0.004951,0.004951
53,6336.85,1.35944,1.14176,1.46324,0.78858,0.69863,0.78774,0.46759,1.37791,1.05338,1.45516,0.004852,0.004852,0.004852
54,6452.26,1.36509,1.12696,1.46994,0.78832,0.69449,0.78717,0.46645,1.38013,1.05144,1.45568,0.004753,0.004753,0.004753
55,6567.81,1.35379,1.13803,1.46649,0.78542,0.7001,0.78935,0.46763,1.38604,1.05176,1.45968,0.004654,0.004654,0.004654
56,6683.58,1.35686,1.12526,1.46406,0.76109,0.72533,0.78826,0.46772,1.38647,1.04762,1.46056,0.004555,0.004555,0.004555
57,6798.93,1.35712,1.11941,1.45895,0.77433,0.71486,0.78804,0.46846,1.38305,1.04871,1.458,0.004456,0.004456,0.004456
58,6914.82,1.348,1.10142,1.45088,0.77414,0.71606,0.78922,0.46941,1.3805,1.0453,1.45519,0.004357,0.004357,0.004357
59,7030.88,1.34871,1.1087,1.45633,0.77379,0.71377,0.79032,0.4687,1.38207,1.04557,1.45422,0.004258,0.004258,0.004258
60,7146.46,1.34421,1.09418,1.4478,0.77437,0.71578,0.79064,0.4692,1.38193,1.04178,1.45341,0.004159,0.004159,0.004159
61,7261.93,1.3355,1.08511,1.44101,0.77378,0.71946,0.79119,0.47001,1.38182,1.03334,1.45344,0.00406,0.00406,0.00406
62,7378.12,1.33377,1.09026,1.4451,0.76843,0.71976,0.79013,0.4703,1.38185,1.03098,1.45332,0.003961,0.003961,0.003961
63,7494.37,1.33322,1.07155,1.43987,0.76963,0.72052,0.79117,0.47075,1.38246,1.02879,1.45372,0.003862,0.003862,0.003862
64,7609.03,1.32453,1.07336,1.43353,0.76919,0.72253,0.79157,0.47037,1.38101,1.02942,1.45243,0.003763,0.003763,0.003763
65,7724.58,1.32362,1.06166,1.43137,0.76667,0.72213,0.79323,0.47031,1.38176,1.02712,1.45337,0.003664,0.003664,0.003664
66,7840.47,1.32707,1.05549,1.43303,0.76821,0.71614,0.79197,0.47113,1.38219,1.02561,1.45396,0.003565,0.003565,0.003565
67,7956.43,1.30536,1.04861,1.4285,0.77862,0.71248,0.79213,0.47134,1.38141,1.02318,1.45436,0.003466,0.003466,0.003466
68,8076.96,1.31243,1.03756,1.42188,0.78391,0.7067,0.79314,0.47242,1.38091,1.0228,1.45415,0.003367,0.003367,0.003367
69,8192.74,1.30861,1.04098,1.42191,0.78387,0.70645,0.79267,0.4732,1.38067,1.02115,1.45375,0.003268,0.003268,0.003268
70,8310.02,1.30045,1.02984,1.41729,0.77583,0.71863,0.79343,0.47355,1.38196,1.02165,1.45492,0.003169,0.003169,0.003169
71,8431.19,1.29368,1.02033,1.40789,0.77749,0.71724,0.791,0.47303,1.38404,1.02304,1.45573,0.00307,0.00307,0.00307
72,8553.4,1.29065,1.01555,1.41097,0.77493,0.71685,0.79148,0.47332,1.38539,1.0213,1.45659,0.002971,0.002971,0.002971
73,8677.87,1.28608,0.99713,1.40212,0.77377,0.71677,0.79159,0.47299,1.38545,1.02046,1.45644,0.002872,0.002872,0.002872
74,8795.26,1.28306,1.00346,1.39897,0.77263,0.71824,0.79094,0.47283,1.38496,1.0193,1.45642,0.002773,0.002773,0.002773
75,8911.04,1.28266,1.00191,1.3999,0.7728,0.71869,0.79065,0.47296,1.38547,1.01859,1.45666,0.002674,0.002674,0.002674
76,9036.95,1.28078,0.98552,1.39529,0.77536,0.71719,0.7904,0.47319,1.38593,1.01734,1.45714,0.002575,0.002575,0.002575
77,9158.33,1.27421,0.97904,1.39219,0.77877,0.71578,0.79056,0.47356,1.38579,1.0157,1.45679,0.002476,0.002476,0.002476
78,9273.77,1.26815,0.97226,1.39246,0.77673,0.71988,0.79158,0.47362,1.3865,1.01314,1.45711,0.002377,0.002377,0.002377
79,9393.32,1.26222,0.95844,1.38521,0.78246,0.71501,0.7919,0.47403,1.38707,1.01079,1.45735,0.002278,0.002278,0.002278
80,9506.59,1.25924,0.95229,1.38036,0.78549,0.71388,0.79228,0.47429,1.38757,1.00851,1.45754,0.002179,0.002179,0.002179
